web_scraper_order,web_scraper_start_url,article_type,price,address,image_link
1764948580-132,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Vêtement homme,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2198582_uploaded_image1_1590836210.jpg
1764948580-133,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Vêtement homme,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2198342_uploaded_image1_1590834477.jpg
1764948580-134,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Vêtements homme,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2198292_uploaded_image1_1590834135.jpg
1764948580-135,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Vêtements Homme,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2198269_uploaded_image1_1590833952.jpg
1764948580-136,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Vêtements hommes,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2198259_uploaded_image1_1590833872.jpg
1764948580-137,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Polo Lacoste,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2197635_uploaded_image1_1590827558.jpg
1764948580-138,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Lacoste homme,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2197625_uploaded_image1_1590827486.jpg
1764948580-139,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Lacoste Homme,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2197617_uploaded_image1_1590827440.jpg
1764948580-140,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Lacoste homme,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2197608_uploaded_image1_1590827387.jpg
1764948580-141,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Polo Lacoste,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2197603_uploaded_image1_1590827349.jpg
1764948580-142,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Pantalons Kaki,6 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2196565_uploaded_image1_1590797135.jpg
1764948580-143,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Pantalons Kaki,6 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2196564_uploaded_image1_1590797069.jpg
1764948580-144,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Ensemble vêtements,12 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2196499_uploaded_image1_1590796189.jpg
1764948580-145,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Ensemble homme,12 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2196495_uploaded_image1_1590796154.jpg
1764948580-146,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Ensemble t-shirt + pantalon,12 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2196491_uploaded_image1_1590796132.jpg
1764948580-147,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Ensemble homme,12 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2196490_uploaded_image1_1590796098.jpg
1764948580-148,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Ensemble homme,12 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2196486_uploaded_image1_1590796052.jpg
1764948580-149,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Ensemble homme,12 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2196484_uploaded_image1_1590796024.jpg
1764948580-150,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Ensemble homme,12 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2196479_uploaded_image1_1590795995.jpg
1764948580-151,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Ensemble homme,12 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2196475_uploaded_image1_1590795968.jpg
1764948580-152,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Ensemble,12 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2196423_uploaded_image1_1590795400.jpg
1764948580-153,https://sn.coinafrique.com/categorie/vetements-homme?page=118,T-shirts homme,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2196379_uploaded_image1_1590794721.jpg
1764948580-154,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Ensembles costume africain,20 000CFA,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_2196287_uploaded_image1_1590793032.jpg
1764948580-155,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Blouson homme,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2196236_uploaded_image1_1590895999.jpg
1764948580-156,https://sn.coinafrique.com/categorie/vetements-homme?page=118,T-shirt Turk,4 000CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_2195085_uploaded_image1_1590775135.jpg
1764948580-157,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Lacostes,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2194396_uploaded_image1_1590769401.jpg
1764948580-158,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Lacostes,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2194391_uploaded_image1_1590769348.jpg
1764948580-159,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Lacostes,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2194385_uploaded_image1_1590769314.jpg
1764948580-160,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Polo Lacoste,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2194382_uploaded_image1_1590769285.jpg
1764948580-161,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Lacostes,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2194377_uploaded_image1_1590769246.jpg
1764948580-162,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Lacoste,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2194368_uploaded_image1_1590769159.jpg
1764948580-163,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Pantalon homme,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2194269_uploaded_image1_1590768120.jpg
1764948580-164,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Tee-shirts,5 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2193874_uploaded_image1_1590763528.jpg
1764948580-165,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Ensemble homme,12 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2193841_uploaded_image1_1590763102.jpg
1764948580-166,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Pantalon et t-shirt,12 000CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2192716_uploaded_image1_1590750847.jpg
1764948580-167,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Ensemble blouson,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2192607_uploaded_image1_1590750206.jpg
1764948580-168,https://sn.coinafrique.com/categorie/vetements-homme?page=118,Ensemble homme,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2192595_uploaded_image1_1590750138.jpg
1764948623-169,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble vêetements,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217900_uploaded_image1_1591141166.jpg
1764948623-170,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble Vêtements,10 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217897_uploaded_image1_1591141139.jpg
1764948623-171,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble t-shirt + pantalon,10 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217894_uploaded_image1_1591141096.jpg
1764948623-172,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble t-shirt + pantalon,10 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217889_uploaded_image1_1591141054.jpg
1764948623-173,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble t-shirt + pantalon,10 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217887_uploaded_image1_1591141026.jpg
1764948623-174,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble t-shirt + pantalon,10 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217885_uploaded_image1_1591141001.jpg
1764948623-175,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble t-shirt + pantalon,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217883_uploaded_image1_1591140975.jpg
1764948623-176,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble vêtements,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217874_uploaded_image1_1591140909.jpg
1764948623-177,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble short et lacoste,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217869_uploaded_image1_1591140870.jpg
1764948623-178,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble t-shirt + pantalon,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217866_uploaded_image1_1591140865.jpg
1764948623-179,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble t-shirt + pantalon,13 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217864_uploaded_image1_1591140829.jpg
1764948623-180,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble Lacoste,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217860_uploaded_image1_1591140779.jpg
1764948623-181,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Pantalon kaki,6 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217822_uploaded_image1_1591140349.jpg
1764948623-182,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Pantalon Kaki,6 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217818_uploaded_image1_1591140256.jpg
1764948623-183,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Pantalon kaki,6 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217816_uploaded_image1_1591140223.jpg
1764948623-184,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Pantalons homme,6 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217814_uploaded_image1_1591140194.jpg
1764948623-185,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Pantalons,6 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217810_uploaded_image1_1591140161.jpg
1764948623-186,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Pantalons,6 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217807_uploaded_image1_1591140127.jpg
1764948623-187,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble vêtements,8 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217768_uploaded_image1_1591139598.jpg
1764948623-188,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble t-shirt et pantalon,8 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217766_uploaded_image1_1591139567.jpg
1764948623-189,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble t-shirt et pantalon,8 500CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217764_uploaded_image1_1591139539.jpg
1764948623-190,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Pantalon,Prix sur demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217763_uploaded_image1_1591139507.jpg
1764948623-191,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Pantalon,Prix sur demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217760_uploaded_image1_1591139483.jpg
1764948623-192,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Pantalon,Prix sur demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217759_uploaded_image1_1591139457.jpg
1764948623-193,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble t-shirt + pantalon,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217756_uploaded_image1_1591139429.jpg
1764948623-194,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble vêtements,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217754_uploaded_image1_1591139394.jpg
1764948623-195,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble t-shirt et pantalon,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217748_uploaded_image1_1591139367.jpg
1764948623-196,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble t-shirt et pantalon,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217746_uploaded_image1_1591139339.jpg
1764948623-197,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble t-shirt et pantalon,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2217744_uploaded_image1_1591139314.jpg
1764948623-198,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Tenues sur mesure,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2216903_uploaded_image1_1591126269.jpg
1764948623-199,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Tuniques,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2216901_uploaded_image1_1591126239.jpg
1764948623-200,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Débardeur NBA,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2216748_uploaded_image1_1591123722.jpg
1764948623-201,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Tuniques,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2216501_uploaded_image1_1591121203.jpg
1764948623-202,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Tuniques homme 3 pièces,45 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2216496_uploaded_image1_1591121165.jpg
1764948623-203,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Costume Umberto Bocci,75 000CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_2215151_uploaded_image1_1591108437.jpg
1764948623-204,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Tenue africaine,27 000CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_2214900_uploaded_image1_1591106436.jpg
1764948623-205,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Tenue africaine,22 000CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_2214851_uploaded_image1_1591105895.jpg
1764948623-206,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Lacoste de qualité,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2214810_uploaded_image1_1591105334.jpg
1764948623-207,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Polo Lacoste,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2214806_uploaded_image1_1591105281.jpg
1764948623-208,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Polo Lacoste,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2214803_uploaded_image1_1591105233.jpg
1764948623-209,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Pantalon kaki,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_2214246_uploaded_image1_1591100306.jpg
1764948623-210,https://sn.coinafrique.com/categorie/vetements-homme?page=117,T-shirt Lacoste,Prix sur demande,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_2213992_uploaded_image1_1591098283.jpg
1764948623-211,https://sn.coinafrique.com/categorie/vetements-homme?page=117,T-shirt Lacoste,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2213389_uploaded_image1_1591092826.jpg
1764948623-212,https://sn.coinafrique.com/categorie/vetements-homme?page=117,T-shirt Lacoste,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2213375_uploaded_image1_1591092737.jpg
1764948623-213,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Polo Lacoste,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2213367_uploaded_image1_1591092634.jpg
1764948623-214,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Polo Lacoste,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2213361_uploaded_image1_1591092598.jpg
1764948623-215,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble homme,Prix sur demande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2212030_uploaded_image1_1591069300.jpg
1764948623-216,https://sn.coinafrique.com/categorie/vetements-homme?page=117,Ensemble,Prix sur demande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2212026_uploaded_image1_1591069216.jpg
